LotArea,LotConfig,Zone,Floors,OverallCond,YearBuilt,Rooms,SaleCondition,SalePrice
16466,Inside,Edwards,1.5Fin,7,1955,8,Normal,135500
15865,Inside,NAmes,1Story,6,1970,8,Normal,268000
12160,Inside,NAmes,1Story,4,1953,6,Normal,149500
8064,Corner,NAmes,1.5Fin,7,1949,6,Normal,122900
11184,Inside,Sawyer,2Story,5,1978,7,Normal,172500
8414,Inside,Sawyer,1Story,8,1963,6,Normal,154500
13284,Inside,Sawyer,1Story,5,1954,6,Normal,165000
7018,Inside,SawyerW,1Story,5,1979,8,Alloca,118858
7056,Inside,NAmes,2Story,5,1963,8,Normal,140000
8765,Inside,IDOTRR,1Story,6,1936,6,Abnorml,106500
7018,Inside,SawyerW,2Story,5,1979,12,Alloca,142953
12919,Inside,NridgHt,1Story,5,2009,11,Partial,611657
6993,Inside,Sawyer,1Story,7,1961,6,Normal,135000
7340,Inside,NAmes,1Story,6,1971,4,Normal,110000
8712,Inside,NAmes,1Story,7,1957,5,Normal,153000
7875,Inside,Gilbert,2Story,5,2003,8,Normal,180000
14859,CulDSac,Gilbert,1Story,5,2006,7,Partial,240000
6173,Inside,Sawyer,1Story,6,1967,6,Normal,125500
9920,Inside,NAmes,1Story,5,1954,6,Normal,128000
13501,Corner,Somerst,1Story,5,2006,8,Normal,255000
11500,Inside,Crawfor,1.5Fin,7,1936,6,Normal,250000
8885,Inside,Mitchel,1Story,5,1983,5,Normal,131000
12589,Inside,Gilbert,2Story,5,2005,8,Normal,174000
11600,Corner,NAmes,2Story,5,1960,12,Normal,154300
9286,CulDSac,CollgCr,1Story,7,1977,5,Normal,143500
6120,Inside,BrkSide,1Story,7,1925,6,Abnorml,88000
6270,Inside,Crawfor,2Story,6,1949,8,Normal,145000
3000,Inside,Somerst,2Story,5,2009,4,Partial,173733
2001,Inside,MeadowV,2Story,5,1970,6,Normal,75000
9000,Inside,IDOTRR,1Story,3,1949,4,Abnorml,35311
17140,Inside,Edwards,1Story,6,1956,6,Normal,135000
13125,Corner,SawyerW,2Story,5,1991,8,Normal,238000
11029,Corner,NAmes,1Story,8,1958,6,Normal,176500
8462,Inside,SawyerW,2Story,5,1994,7,Normal,201000
8777,Inside,Edwards,1.5Fin,7,1900,9,Normal,145900
10237,Inside,Gilbert,1Story,5,2005,6,Partial,169990
8012,Inside,SawyerW,1Story,5,1993,5,Normal,193000
10240,Inside,NWAmes,1Story,6,1980,7,Normal,207500
15611,Corner,NWAmes,1Story,6,1977,6,Abnorml,175000
11999,Inside,NridgHt,2Story,5,2003,10,Normal,285000
9900,Inside,NWAmes,2Story,5,1968,9,Normal,176000
11838,Inside,CollgCr,1Story,5,2001,7,Normal,236500
13006,Corner,Gilbert,2Story,5,1997,8,Normal,222000
8925,Inside,Timber,1Story,5,2007,7,Normal,201000
9100,Inside,NAmes,1Story,6,1965,5,Normal,117500
11670,Corner,Somerst,1Story,5,2006,8,Normal,320000
8487,FR2,CollgCr,1Story,5,2004,6,Normal,190000
27650,Inside,NAmes,1Story,7,1960,9,Normal,242000
5825,Inside,BrkSide,1Story,5,1926,5,Normal,79900
10083,Inside,SawyerW,1Story,5,2003,5,Normal,184900
9675,Inside,Somerst,2Story,5,2005,8,Normal,253000
8760,Inside,CollgCr,2Story,5,2006,7,Partial,239799
24090,Inside,ClearCr,2Story,7,1940,10,Normal,244400
12640,Inside,Mitchel,1Story,5,1976,8,Normal,150900
8755,FR2,Gilbert,2Story,5,1999,8,Normal,214000
7711,Inside,Edwards,1Story,3,1977,8,Abnorml,150000
25000,Inside,Mitchel,1Story,4,1967,8,Normal,143000
14375,CulDSac,Timber,SLvl,6,1958,7,Abnorml,137500
8820,Corner,OldTown,1.5Fin,6,1890,7,Normal,124900
8163,Inside,NAmes,SLvl,6,1959,6,Normal,143000
14536,Inside,Timber,1Story,5,2002,9,Normal,270000
14006,Inside,CollgCr,2Story,5,2002,7,Normal,192500
9360,Inside,NWAmes,1Story,7,1972,5,Normal,197500
7200,Inside,NAmes,1Story,8,1950,5,Normal,129000
7800,Corner,SawyerW,1Story,5,1965,6,Abnorml,119900
7200,Inside,CollgCr,SFoyer,8,1972,5,Normal,133900
11075,Inside,Mitchel,2Story,4,1969,7,Normal,172000
9400,CulDSac,Edwards,SFoyer,5,1975,4,AdjLand,127500
7136,Inside,Crawfor,2Story,6,1946,8,Normal,145000
1300,Inside,Blueste,2Story,6,1980,5,Normal,124000
7420,Inside,Sawyer,1Story,5,1962,6,Normal,132000
8450,Inside,CollgCr,1Story,5,2003,6,Normal,185000
2572,FR2,Somerst,2Story,5,1999,6,Normal,155000
7207,Inside,BrkSide,1Story,7,1958,4,Normal,116500
12227,Corner,NWAmes,2Story,7,1977,11,Normal,272000
2308,Corner,NPkVill,2Story,6,1976,7,Normal,155000
11923,Corner,CollgCr,1Story,5,2007,7,Normal,239000
11316,Corner,Timber,2Story,5,2002,8,Normal,214900
10237,Inside,Gilbert,2Story,5,2005,8,Partial,178900
9600,Inside,Crawfor,1.5Fin,7,1940,7,Normal,160000
7390,Inside,NAmes,1Story,7,1955,6,Normal,135000
5925,Inside,OldTown,1.5Fin,6,1910,6,Abnorml,37900
10382,Inside,NAmes,SLvl,5,1958,6,Normal,140000
10800,Inside,NAmes,1.5Fin,4,1949,6,Abnorml,135000
2268,Inside,NridgHt,2Story,5,2003,6,Normal,173000
7892,Inside,SawyerW,1Story,5,1979,5,Normal,99500
11639,Corner,Somerst,1Story,5,2007,6,Partial,182000
11414,Corner,BrkSide,2Story,8,1910,8,Normal,167500
2651,FR2,Somerst,2Story,5,2000,6,Normal,165000
5900,Inside,BrkSide,1Story,7,1923,4,Normal,85500
4274,Inside,Somerst,1Story,5,2006,4,Partial,199900
9450,Inside,Edwards,1Story,5,1954,5,Abnorml,110000
8816,Corner,Sawyer,1Story,6,1963,5,Normal,139000
12122,Corner,NAmes,SFoyer,9,1961,6,Normal,178400
12203,Corner,NoRidge,2Story,5,1998,8,Normal,336000
3182,Inside,Blmngtn,1Story,5,2007,6,Normal,159895
11250,Corner,CollgCr,2Story,5,2002,9,Normal,255900
10125,Inside,Mitchel,1.5Fin,5,1977,8,Normal,126000
10880,Inside,Edwards,1Story,5,1950,5,Normal,125000
5310,Corner,OldTown,1.5Fin,8,1910,5,Normal,117000
10159,Inside,NridgHt,1Story,5,2009,8,Partial,395192
12046,Inside,NWAmes,2Story,6,1976,8,Normal,195000
8125,Inside,Somerst,2Story,5,2006,6,Partial,197000
9452,Inside,NoRidge,2Story,5,1997,7,Normal,348000
17671,Corner,OldTown,2Story,9,1882,8,Normal,168000
9760,Inside,NAmes,2Story,8,1964,7,Normal,187000
8846,Inside,CollgCr,2Story,5,2005,6,Partial,173900
12456,FR2,NridgHt,1Story,5,2006,7,Normal,337500
4712,Inside,BrkSide,1.5Fin,7,1946,5,Abnorml,121600
10659,Inside,NAmes,1Story,6,1961,6,Normal,136500
11717,Inside,NWAmes,1Story,6,1970,6,Normal,185000
9786,Inside,IDOTRR,1Story,4,1922,6,Normal,91000
6762,Inside,CollgCr,1Story,5,2006,6,Normal,206000
10206,Corner,Edwards,1Story,3,1952,4,Normal,82000
5400,Corner,OldTown,1Story,6,1920,4,Abnorml,86000
11957,Inside,Somerst,1Story,5,2006,7,Normal,232000
11500,Corner,NWAmes,1Story,6,1976,8,Normal,136905
3182,Inside,Blmngtn,1Story,5,2005,7,Normal,181000
8385,Inside,CollgCr,SLvl,8,1977,6,Normal,149900
12155,Inside,NAmes,1Story,3,1970,7,Normal,163500
2217,Inside,MeadowV,2Story,4,1970,6,Normal,88000
12118,CulDSac,Mitchel,1Story,5,2004,7,Normal,240000
6000,Inside,SWISU,1.5Fin,5,1926,7,Normal,102000
21286,Inside,Sawyer,1.5Fin,5,1948,7,Normal,135000
9825,Inside,Edwards,1Story,5,1965,8,Normal,100000
10592,Inside,Crawfor,2Story,7,1923,7,Normal,165000
7200,Inside,OldTown,1Story,4,1910,4,Normal,85000
11664,Inside,NAmes,1Story,5,1948,5,Normal,119200
8400,Inside,NWAmes,2Story,6,2001,6,Normal,227000
11883,Inside,CollgCr,1Story,5,1996,6,Normal,203000
5814,CulDSac,StoneBr,1Story,5,1984,4,Abnorml,187500
10784,FR2,Gilbert,SLvl,5,1991,7,Normal,160000
3013,Inside,Blmngtn,1Story,5,2005,6,Normal,213490
7024,Inside,Edwards,1Story,5,2005,5,Normal,176000
7406,Inside,CollgCr,1Story,5,2006,6,Partial,194000
9439,Inside,OldTown,1.5Fin,5,1930,6,Normal,87000
3182,Inside,Blmngtn,1Story,5,2005,7,Normal,191000
15498,Corner,Timber,1Story,6,1976,10,Abnorml,287000
7700,Corner,CollgCr,1Story,5,1972,5,Normal,112500
9300,Inside,NAmes,1Story,5,1960,6,Normal,167500
9520,Inside,Timber,1Story,5,2007,7,Partial,293077
9492,Inside,NAmes,1.5Fin,5,1941,6,Normal,105000
1680,Inside,BrDale,2Story,7,1972,7,Normal,118000
7082,Inside,SWISU,2Story,8,1916,10,Normal,160000
15863,Corner,SWISU,2.5Fin,3,1920,12,Normal,197000
14541,Corner,NoRidge,2Story,7,1993,10,Abnorml,310000
8125,Inside,CollgCr,1Story,5,2002,6,Normal,230000
6305,Inside,Crawfor,1Story,7,1938,5,Normal,119750
11500,CulDSac,Edwards,1Story,3,1957,5,Normal,84000
12898,Inside,Timber,1Story,5,2007,6,Normal,315500
9240,Inside,CollgCr,2Story,5,2001,7,Normal,287000
1533,Inside,MeadowV,2Story,6,1970,6,Normal,97000
1477,Inside,MeadowV,SFoyer,4,1970,3,Normal,80000
13125,Corner,Sawyer,1Story,4,1957,8,Normal,155000
9130,Inside,NWAmes,2Story,8,1966,7,Normal,173000
5381,Inside,NridgHt,1Story,5,2005,5,Normal,196000
11839,Inside,SawyerW,2Story,5,1990,10,Normal,262280
9600,Inside,NWAmes,1Story,5,1981,9,Normal,278000
13680,CulDSac,Edwards,1Story,5,1955,8,Normal,139600
16056,Inside,StoneBr,2Story,5,2005,11,Partial,556581
9245,Inside,CollgCr,1Story,5,1994,5,Normal,145000
21750,Inside,Mitchel,1Story,4,1960,9,Normal,115000
11100,Inside,Edwards,1Story,7,1946,6,Abnorml,84900
8993,Inside,Gilbert,1Story,5,2007,6,Partial,176485
11175,Corner,CollgCr,1Story,5,2007,6,Partial,200141
9500,Corner,NAmes,2Story,6,1964,9,Normal,165000
8562,Inside,Edwards,1Story,6,1957,7,Normal,144500
11367,Corner,CollgCr,2Story,5,2002,7,Normal,255000
11361,Inside,NWAmes,1Story,5,1976,7,Abnorml,180000
7052,Inside,NridgHt,1Story,5,2005,6,Normal,185850
29959,FR2,NoRidge,2Story,6,1994,7,Normal,248000
11308,Inside,NridgHt,2Story,5,2008,10,Normal,335000
11275,Corner,Crawfor,1.5Fin,7,1932,7,Normal,220000
4920,Inside,StoneBr,1Story,5,2001,6,Normal,213500
18000,Inside,IDOTRR,1Story,4,1935,6,Normal,81000
13600,Inside,OldTown,2Story,5,1900,10,Normal,90000
6000,Inside,OldTown,1Story,6,1925,5,Normal,110500
11000,CulDSac,NAmes,1Story,6,1966,6,Normal,154000
14000,Inside,ClearCr,2Story,5,1996,7,Normal,328000
7837,Inside,Gilbert,2Story,7,1993,7,Normal,178000
9760,Inside,NAmes,2Story,6,1964,7,Normal,167900
3964,Inside,MeadowV,2Story,4,1973,10,Normal,151400
9600,Inside,NAmes,1.5Unf,7,1949,4,Normal,135000
10152,Inside,NAmes,1Story,5,1956,6,Normal,135000
11700,Inside,NWAmes,2Story,6,1968,8,Normal,154000
7585,Inside,Edwards,1.5Fin,3,1948,7,Normal,91500
7950,Corner,Edwards,2Story,6,1977,6,Normal,159500
8556,Inside,CollgCr,1Story,5,2006,5,Normal,194000
13125,Inside,Crawfor,2Story,6,1940,6,Normal,219500
10800,Inside,OldTown,1.5Fin,8,1936,7,Normal,170000
15870,Corner,NAmes,1Story,5,1969,6,Abnorml,138800
4435,Inside,CollgCr,1Story,5,2004,3,Normal,155900
8775,Inside,CollgCr,1Story,5,1994,5,Normal,126000
11040,Inside,NWAmes,1Story,7,1971,5,Abnorml,145000
7500,Corner,Sawyer,1Story,5,1963,5,Normal,133000
8749,Inside,CollgCr,1Story,5,2002,6,Normal,192000
8800,Inside,NAmes,1Story,6,1964,6,Normal,160000
13031,Corner,Gilbert,2Story,5,1995,6,Normal,187500
9069,Inside,SawyerW,SFoyer,6,1992,5,Normal,147000
1974,Inside,MeadowV,2Story,5,1973,6,Normal,83500
10574,Inside,Somerst,2Story,5,2005,9,Normal,252000
2522,Inside,Edwards,2Story,5,2004,7,Normal,137500
3316,Inside,Somerst,1Story,5,2005,4,Normal,197000
8544,Corner,NAmes,1Story,4,1950,6,Normal,92900
2160,Inside,Somerst,2Story,5,1999,4,Normal,160000
8400,Inside,SWISU,1.5Fin,5,1925,7,Normal,136500
9230,Corner,NAmes,1Story,8,1965,6,Normal,146000
5868,Inside,NAmes,1Story,7,1956,4,Normal,129000
9317,Inside,CollgCr,1Story,5,2006,6,Normal,176432
6882,Inside,IDOTRR,2Story,7,1914,7,Normal,127000
3696,Inside,StoneBr,1Story,5,1986,5,Normal,170000
6000,Inside,BrkSide,1.5Fin,6,1936,6,Normal,128000
11880,Inside,NWAmes,1Story,5,1978,7,Abnorml,157000
8400,Inside,SWISU,1Story,5,1920,3,Normal,60000
9758,Inside,NAmes,1Story,5,1971,5,Normal,119500
7000,Inside,NAmes,1Story,7,1960,6,Family,135000
8910,Corner,NAmes,1Story,6,1959,6,Normal,159500
2016,Inside,BrDale,2Story,5,1970,6,Normal,106000
12256,Corner,NoRidge,2Story,5,1994,9,Normal,325000
10357,Corner,SawyerW,1Story,5,1990,6,Normal,179900
23257,CulDSac,Gilbert,2Story,5,2006,9,Partial,274725
8063,Inside,Gilbert,2Story,5,2000,7,Abnorml,181000
11362,Inside,NridgHt,1Story,5,2004,7,Normal,280000
8000,Inside,Gilbert,2Story,5,1995,8,Normal,188000
10480,Inside,NWAmes,2Story,6,1976,8,Normal,205000
7100,Corner,NAmes,1Story,7,1957,5,Normal,129900
8923,Inside,NAmes,1Story,7,1953,6,Normal,134500
5400,Inside,OldTown,1Story,7,1954,4,Normal,117000
12085,Inside,NridgHt,1Story,5,2007,7,Partial,318000
7750,Inside,Gilbert,SLvl,5,2002,7,Normal,184100
9764,FR2,Sawyer,1Story,7,1967,5,Normal,130000
13825,Inside,Sawyer,SLvl,6,1958,6,Normal,140000
7560,Inside,NAmes,1Story,5,1959,6,Normal,133700
8263,Inside,IDOTRR,1Story,5,1920,6,Normal,118400
10084,Inside,CollgCr,1Story,5,2005,7,Partial,212900
8926,Corner,Edwards,1Story,3,1956,5,Abnorml,112000
9405,Inside,Edwards,1Story,9,1947,4,Normal,118000
9125,Inside,Gilbert,SLvl,5,1992,7,Normal,163900
10434,Inside,NAmes,1Story,5,1955,5,Normal,115000
3684,Inside,Blmngtn,1Story,5,2007,7,Normal,174000
14572,Corner,Gilbert,1Story,5,2004,7,Family,259000
11796,Inside,Gilbert,2Story,5,2004,8,Normal,215000
7200,Inside,OldTown,SFoyer,5,1980,4,Normal,140000
7804,Inside,SWISU,1.5Fin,3,1928,7,Normal,135000
10712,Inside,Mitchel,1Story,5,1991,5,Abnorml,93500
9900,Inside,OldTown,2Story,4,1880,8,Normal,117500
9828,Inside,SawyerW,2Story,5,1995,8,Normal,239500
8773,Inside,Gilbert,2Story,5,1997,7,Normal,169000
6180,Corner,BrkSide,1Story,5,1926,5,Normal,102000
9600,Inside,NAmes,1.5Fin,5,1950,6,Abnorml,119000
6342,Inside,Sawyer,1.5Fin,8,1875,6,Normal,94000
9819,Inside,Mitchel,1Story,5,1977,5,Normal,196000
8731,Inside,BrkSide,1Story,5,1920,6,Normal,144000
7350,Corner,NAmes,1Story,7,1951,4,Abnorml,139000
10304,CulDSac,NWAmes,2Story,7,1976,9,Normal,197500
9965,Inside,CollgCr,2Story,5,2006,11,Partial,424870
9000,Inside,Sawyer,1Story,3,1959,5,Normal,80000
12180,Inside,Edwards,1.5Fin,4,1941,5,Normal,80000
6240,Inside,BrkSide,1.5Fin,6,1928,8,Family,149000
11200,Inside,SawyerW,1Story,5,1985,5,Normal,180000
12000,Inside,Crawfor,2Story,7,1941,7,Normal,174500
5700,Inside,OldTown,1.5Fin,7,1926,5,Normal,116900
9000,Inside,OldTown,2Story,9,1920,7,Normal,143000
8280,Inside,NAmes,1Story,5,1950,4,Normal,124000
17755,Inside,Edwards,1Story,4,1959,6,Normal,149900
14115,Inside,Crawfor,1Story,7,1956,6,Abnorml,230000
5890,Corner,IDOTRR,1Story,8,1930,5,Normal,120500
13700,Inside,NAmes,2Story,6,1965,8,Normal,201800
10768,Corner,Veenker,1Story,8,1976,6,Normal,218000
9350,Inside,NAmes,SLvl,8,1965,6,Normal,179900
5001,Inside,NridgHt,1Story,5,2007,6,Normal,230000
11932,FR2,Somerst,1Story,5,2007,7,Partial,235128
9120,Inside,NWAmes,2Story,6,1974,8,Normal,185000
2280,Inside,NPkVill,2Story,5,1978,7,Normal,146000
14778,CulDSac,Crawfor,1Story,7,1954,7,Normal,224000
8724,Inside,Sawyer,1Story,5,1968,5,Normal,129000
12900,Inside,Sawyer,SFoyer,4,1969,6,Alloca,108959
16157,FR2,Veenker,SLvl,7,1978,5,Normal,194000
9541,Inside,NridgHt,1Story,5,2009,7,Partial,233170
10475,Corner,CollgCr,1Story,5,2008,7,Normal,245350
10852,Inside,Gilbert,2Story,5,2000,7,Normal,173000
13728,Corner,Edwards,2Story,7,1935,7,Normal,235000
35760,CulDSac,NoRidge,2Story,5,1995,10,Normal,625000
9880,Inside,Mitchel,SLvl,6,1977,6,Normal,171000
9120,Inside,NAmes,1Story,6,1958,6,Normal,163000
4017,Inside,Somerst,2Story,5,2006,5,Normal,171900
18030,Inside,ClearCr,1.5Fin,6,1946,12,Normal,200500
16560,Inside,Crawfor,2Story,8,1932,9,Normal,239000
10678,Inside,NoRidge,1.5Fin,5,1992,9,Normal,285000
6951,CulDSac,Mitchel,1Story,5,1984,5,Normal,119500
3950,Inside,OldTown,1.5Fin,8,1926,5,Normal,115000
7681,FR2,Crawfor,1.5Fin,6,1921,7,Normal,154900
8335,Corner,Edwards,1Story,5,1954,5,Normal,93000
11170,Corner,Timber,2Story,5,1990,8,Normal,250000
5587,Inside,Crawfor,1Story,5,2008,5,Partial,392500
15623,Corner,NoRidge,2Story,5,1996,10,Abnorml,745000
10800,Inside,OldTown,1Story,6,1920,5,Normal,120000
35133,Inside,Timber,1Story,4,1963,5,Normal,186700
9738,Inside,Edwards,1.5Fin,7,1924,7,Normal,104900
10615,Corner,OldTown,2Story,5,1900,7,Abnorml,95000
12461,Corner,NoRidge,1Story,5,1994,5,Normal,262000
8935,Inside,CollgCr,2Story,5,2002,7,Normal,195000
7500,Inside,Gilbert,2Story,5,1999,7,Normal,189000
32463,Inside,Mitchel,1Story,4,1961,7,Normal,168000
2645,Inside,Somerst,2Story,5,1999,5,Normal,174000
9600,Inside,OldTown,1.5Fin,8,1925,6,Normal,125000
4500,FR2,Mitchel,1Story,5,1999,5,Normal,165000
9364,Corner,Sawyer,2Story,7,1969,7,Normal,158000
8029,Inside,Gilbert,2Story,5,2005,8,Normal,176000
14054,Inside,Gilbert,2Story,5,2006,9,Partial,219210
8850,Corner,OldTown,2.5Unf,6,1916,7,Normal,144000
9100,Inside,CollgCr,1Story,5,2001,6,Normal,178000
11235,Inside,Sawyer,1Story,5,1963,6,Normal,148000
9353,Inside,NAmes,1Story,5,1970,5,Abnorml,116050
10400,Corner,CollgCr,2Story,5,1998,6,Normal,197900
6000,Corner,BrkSide,1.5Fin,8,1925,5,Normal,117000
9750,Inside,CollgCr,1Story,5,2000,6,Normal,213000
10140,Inside,NWAmes,1Story,6,1975,6,Normal,153500
14684,CulDSac,SawyerW,1Story,7,1990,7,Normal,271900
8900,Inside,SawyerW,1Story,4,1966,5,Normal,107000
9135,Inside,CollgCr,1Story,5,2003,7,Normal,200000
7763,Inside,NAmes,1Story,7,1962,6,Normal,140000
10182,CulDSac,Somerst,1Story,5,2006,8,Partial,290000
11218,Inside,SawyerW,2Story,5,1992,8,Normal,189000
12134,Inside,Gilbert,1.5Fin,7,1988,8,Normal,164000
9340,Inside,Edwards,1Story,6,1941,4,Normal,113000
10246,CulDSac,Sawyer,SLvl,9,1965,3,Normal,145000
10205,Inside,NAmes,SFoyer,5,1962,6,Normal,134500
7094,Inside,Sawyer,1Story,5,1966,5,Normal,125000
8930,Inside,Sawyer,1.5Fin,5,1978,8,Normal,112000
8640,Inside,Somerst,1Story,5,2009,6,Partial,229456
6240,Inside,BrkSide,1.5Fin,5,1947,3,Normal,80500
1680,Inside,BrDale,2Story,5,1971,7,Abnorml,91500
7800,Inside,NAmes,1Story,5,1964,5,Abnorml,115000
8250,Inside,Sawyer,1Story,5,1968,5,Normal,134000
10496,Inside,NAmes,1.5Fin,6,1949,7,Normal,143000
10680,Inside,NAmes,1Story,3,1951,7,Normal,137900
15384,Inside,Gilbert,2Story,5,2004,8,Normal,184000
10482,Inside,NAmes,SLvl,8,1958,6,Normal,145000
14598,CulDSac,Somerst,2Story,5,2007,9,Normal,214000
8872,Corner,NAmes,1Story,8,1965,5,Normal,147000
8769,Corner,NridgHt,1Story,5,2008,7,Partial,367294
7910,Inside,NAmes,SLvl,5,1960,7,Normal,127000
18890,Inside,Sawyer,1.5Fin,5,1977,12,Normal,190000
7728,Inside,NAmes,SLvl,6,1962,6,Normal,132500
9842,FR2,NAmes,1Story,5,1962,6,Normal,101800
12160,Inside,NAmes,1Story,5,1959,6,Abnorml,142000
8525,Inside,SWISU,2Story,6,1911,7,Abnorml,130000
13132,Inside,Crawfor,2Story,5,1914,9,Normal,138887
2628,Inside,NridgHt,2Story,5,2003,6,Normal,175500
12393,FR2,CollgCr,2Story,5,2004,8,Normal,195000
13072,Inside,SawyerW,1Story,5,2005,6,Abnorml,142500
9037,Inside,Timber,1Story,5,2006,6,Normal,265900
8158,Inside,CollgCr,2Story,5,2003,8,Normal,224900
9849,Inside,Somerst,1Story,6,2007,7,Partial,248328
10625,Inside,NWAmes,SFoyer,6,1974,6,Family,170000
13891,Inside,NridgHt,1Story,5,2006,7,Partial,465000
11435,Corner,Crawfor,2Story,7,1929,7,Normal,230000
12090,Inside,NWAmes,SLvl,7,1984,7,Abnorml,178000
8125,Inside,Somerst,2Story,5,2005,6,Partial,186500
12328,Inside,Mitchel,SLvl,5,1976,6,Normal,169900
9600,Inside,OldTown,2.5Unf,5,1917,8,Normal,129500
7200,Inside,NAmes,1Story,7,1950,6,Normal,119000
11160,Corner,NAmes,1Story,5,1968,8,Normal,244000
3136,Corner,NridgHt,1Story,5,2003,6,Normal,171750
9858,Inside,Mitchel,1Story,6,1968,5,Normal,130000
17542,Inside,Veenker,2Story,7,1974,9,Normal,294000
6931,Inside,Edwards,2Story,5,2003,7,Normal,165400
6240,Inside,BrkSide,1.5Fin,6,1931,6,Normal,127500
14303,Corner,NoRidge,1Story,5,1994,7,Normal,301500
4060,Corner,Edwards,1Story,8,1922,4,Normal,99900
9587,Inside,Gilbert,SLvl,5,2005,5,Normal,190000
9750,FR2,NAmes,1Story,8,1969,6,Normal,151000
24682,CulDSac,Gilbert,2Story,5,1999,7,Normal,181000
9600,Inside,NAmes,1Story,6,1956,5,Normal,128900
11250,Inside,ClearCr,1.5Fin,5,1957,8,Normal,161500
13515,Inside,BrkSide,2Story,6,1919,8,Normal,180500
4060,Inside,NAmes,1Story,5,1998,5,Abnorml,181000
3735,FR3,Somerst,2Story,5,1999,6,Normal,183900
10120,Inside,OldTown,2.5Unf,4,1910,9,Normal,122000
13214,Inside,Timber,1Story,5,2008,10,Normal,378500
14100,Inside,Crawfor,1.5Fin,9,1935,11,Normal,381000
11344,Inside,NAmes,1.5Fin,5,1958,7,Normal,144000
23595,Inside,ClearCr,1Story,6,1979,4,Normal,260000
9156,Inside,NWAmes,1Story,7,1968,7,Normal,185750
13526,CulDSac,Sawyer,1Story,6,1965,5,Normal,137000
11512,Corner,Edwards,SLvl,7,1959,5,Normal,177000
5362,Corner,Crawfor,1.5Fin,6,1910,8,Normal,139000
11345,Corner,NAmes,2Story,5,1948,10,Normal,137000
12936,CulDSac,NWAmes,2Story,6,1972,6,Normal,162000
17871,CulDSac,NWAmes,SLvl,5,1967,7,Normal,197900
9473,Inside,CollgCr,2Story,5,2002,7,Normal,237000
7500,Inside,IDOTRR,1.5Fin,4,1920,6,Abnorml,68400
9808,Inside,CollgCr,1Story,5,2002,6,Normal,227000
8049,CulDSac,Timber,1Story,5,1990,6,Normal,180000
8800,Inside,CollgCr,1Story,7,1977,5,Normal,150500
9400,Corner,Mitchel,2Story,5,1971,8,Normal,139000
9638,Inside,SWISU,1.5Fin,7,1919,10,Normal,169000
6000,Inside,BrkSide,1.5Fin,6,1939,6,Normal,132500
9790,Inside,NWAmes,1Story,5,1963,6,Normal,143000
36500,Inside,ClearCr,1Story,5,1964,7,Normal,190000
5664,Inside,StoneBr,1Story,5,2000,5,Normal,278000
11065,Inside,NridgHt,2Story,5,2006,8,Partial,281000
14112,Corner,NAmes,SLvl,7,1964,6,Normal,180500
1680,Inside,BrDale,2Story,7,1972,6,Normal,119500
6600,Corner,OldTown,2Story,4,1892,11,Normal,107500
10140,Inside,NWAmes,2Story,5,1976,8,Normal,162900
8172,Inside,Edwards,1Story,7,1955,5,Normal,115000
8400,Inside,NAmes,1Story,5,1968,5,Normal,138500
8700,Inside,NAmes,1Story,6,1963,6,Normal,155000
3675,Inside,Edwards,SFoyer,5,2005,5,Partial,140000
63887,Corner,Edwards,2Story,5,2008,12,Partial,160000
7500,Inside,NAmes,1Story,7,1959,6,Normal,154000
10762,CulDSac,Gilbert,2Story,5,1999,9,Normal,225000
7500,Inside,Crawfor,2Story,7,1942,7,Normal,177500
10120,Inside,NoRidge,2Story,5,1994,8,Normal,290000
8688,Inside,Somerst,1Story,5,2005,7,Normal,232000
3363,Inside,Edwards,2Story,5,2004,7,Normal,130000
13173,Corner,NridgHt,1Story,5,2006,6,Normal,325000
6955,Inside,NridgHt,1Story,5,2005,6,Partial,202500
8072,Inside,CollgCr,1Story,5,1994,5,Normal,138000
12000,Inside,OldTown,1Story,7,1948,6,Normal,147000
7153,Inside,SawyerW,1Story,5,1991,6,Normal,179200
17500,Inside,Crawfor,1Story,8,1959,7,Normal,335000
8814,Inside,CollgCr,1Story,5,2005,6,Partial,203000
9572,Inside,NoRidge,2Story,5,1990,9,Normal,302000
14774,Corner,NoRidge,2Story,5,1999,10,Normal,333168
8190,Inside,Edwards,1Story,6,1954,5,Normal,119000
11075,Inside,NAmes,2Story,5,1969,9,Normal,206900
10226,Inside,CollgCr,1Story,5,2008,8,Normal,295493
4230,Corner,Somerst,1Story,5,2006,5,Partial,208900
14781,CulDSac,CollgCr,1Story,5,2001,7,Normal,275000
10215,Inside,Edwards,1Story,5,1954,5,Normal,111000
8400,Inside,NAmes,1Story,3,1957,6,Normal,156500
6627,Corner,BrkSide,1Story,6,1949,4,Normal,72500
10186,Inside,NoRidge,2Story,5,1992,8,Normal,190000
5330,Inside,BrkSide,1Story,7,1940,5,Normal,82500
9986,Inside,Somerst,1Story,5,2006,7,Partial,147000
3636,Inside,IDOTRR,1Story,4,1922,5,Normal,55000
4270,Inside,Edwards,1Story,6,1931,6,Normal,79000
6600,Inside,Mitchel,1Story,9,1982,5,Normal,130500
10440,Corner,OldTown,1.5Fin,7,1920,8,Normal,256000
9084,Inside,Gilbert,2Story,5,1998,8,Normal,176500
10000,Inside,Somerst,1Story,5,2006,7,Normal,227000
10780,Inside,CollgCr,SLvl,5,1976,6,Normal,132500
